transaction_id,item_sku,region,transaction_date,unit_price,units_sold,gross_revenue,snapshot_date,current_stock,warehouse_id,stockout_risk,30d_avg_revenue
12946,PROD-090,North,2024-06-26,269.48,24,6467.52,2024-04-08,701,B,False,17863.8525
14704,PROD-027,North,2024-06-26,467.11,11,5138.21,2024-06-01,2413,A,False,18257.4975
14104,PROD-066,South,2024-06-26,41.09,89,3657.01,2024-06-02,431,B,True,16170.756
11413,PROD-036,Central,2024-06-27,435.71,9,3921.39,2024-05-07,3192,C,False,19737.224000000002
12174,PROD-058,Central,2024-06-27,106.58,9,959.22,2024-06-24,469,C,False,9358.536
13514,PROD-020,Central,2024-06-27,87.14,12,1045.68,2024-04-24,3388,C,False,6825.294999999999
12269,PROD-080,North,2024-06-27,345.49,74,25566.260000000002,2024-04-17,1968,B,False,14620.807499999999
13376,PROD-045,South,2024-06-28,55.96,90,5036.4,2024-04-24,1600,A,True,11219.103333333333
14578,PROD-071,South,2024-06-28,210.39,11,2314.29,2024-06-20,2676,A,False,6409.5419999999995
13897,PROD-001,North,2024-06-28,248.86,58,14433.880000000001,2024-05-16,1719,B,False,13519.243333333334
13663,PROD-051,Central,2024-06-29,143.26,88,12606.88,2024-04-30,3916,B,False,12792.449999999999
12117,PROD-070,North,2024-06-29,268.32,57,15294.24,2024-05-05,2770,B,False,9951.72
11304,PROD-049,Central,2024-06-29,394.02,67,26399.34,2024-06-27,570,A,True,14209.13
12578,PROD-090,Central,2024-06-29,420.29,79,33202.91,2024-04-08,701,B,True,19303.79375
10116,PROD-054,Central,2024-06-29,278.82,11,3067.02,2024-05-28,4859,C,False,8481.586
11621,PROD-012,South,2024-06-29,227.89,55,12533.949999999999,2024-04-21,4560,C,False,5667.8975
12668,PROD-079,North,2024-06-29,259.18,2,518.36,2024-04-20,1519,A,False,5865.897999999999
10238,PROD-096,South,2024-06-29,216.61,57,12346.77,2024-06-14,4676,C,False,18353.616666666665
12728,PROD-084,North,2024-06-29,22.74,12,272.88,2024-06-17,470,B,False,12720.589999999998
12650,PROD-012,Central,2024-06-29,408.89,69,28213.41,2024-04-21,4560,C,False,21804.11
10963,PROD-015,North,2024-06-29,459.74,66,30342.84,2024-06-08,636,B,True,14414.24
14318,PROD-047,Central,2024-06-30,59.68,87,5192.16,2024-05-10,4978,B,False,9500.272857142858
13857,PROD-092,Central,2024-06-30,235.37,72,16946.64,2024-05-10,3625,A,False,8938.723750000001
11066,PROD-072,North,2024-06-30,304.12,41,12468.92,2024-05-06,4425,A,False,17767.175
14994,PROD-052,South,2024-07-01,150.22,81,12167.82,2024-06-20,1584,A,True,24787.55
12089,PROD-093,Central,2024-07-01,354.83,100,35483.0,2024-05-08,3686,C,False,13040.089999999998
12293,PROD-089,South,2024-07-01,87.44,32,2798.08,2024-06-03,1740,B,False,14703.932
12251,PROD-031,South,2024-07-01,244.95,48,11757.599999999999,2024-02-10,874,C,True,12903.15
12320,PROD-040,South,2024-07-01,391.21,30,11736.3,2024-05-14,271,C,True,7155.679999999999
10060,PROD-012,Central,2024-07-02,87.34,39,3406.26,2024-04-21,4560,C,False,18124.54
11378,PROD-086,South,2024-07-02,385.41,94,36228.54,2024-06-03,3234,A,False,17384.27666666667
10983,PROD-019,South,2024-07-02,94.52,67,6332.84,2024-06-09,1388,A,False,9925.326666666668
14486,PROD-015,South,2024-07-02,255.6,69,17636.399999999998,2024-06-08,636,B,True,14280.519999999999
10377,PROD-002,Central,2024-07-02,25.81,32,825.92,2024-06-18,887,A,False,17783.5325
11112,PROD-006,Central,2024-07-02,237.48,62,14723.76,2024-06-11,1688,C,False,23331.355
13614,PROD-067,Central,2024-07-02,113.11,4,452.44,2024-06-30,2625,B,False,17932.405
13416,PROD-046,Central,2024-07-02,426.31,53,22594.43,2024-06-26,1663,A,False,17397.07
12337,PROD-075,Central,2024-07-02,169.62,97,16453.14,2024-04-12,1441,A,True,20344.174
12982,PROD-012,Central,2024-07-02,371.07,33,12245.31,2024-04-21,4560,C,False,17144.668333333335
13736,PROD-046,South,2024-07-02,267.09,93,24839.37,2024-06-26,1663,A,True,17329.155
12567,PROD-096,South,2024-07-03,335.64,22,7384.08,2024-06-14,4676,C,False,15611.2325
11181,PROD-009,North,2024-07-03,434.74,3,1304.22,2024-05-17,1582,B,False,4319.3099999999995
11222,PROD-043,Central,2024-07-03,346.5,91,31531.5,2024-04-17,750,B,True,26435.7
12255,PROD-076,South,2024-07-03,54.94,70,3845.7999999999997,2024-05-26,246,B,True,13469.426666666668
10446,PROD-098,Central,2024-07-03,486.81,56,27261.36,2024-06-08,2177,B,False,9805.182499999999
14367,PROD-067,South,2024-07-03,195.71,49,9589.79,2024-06-30,2625,B,False,6451.6925
12605,PROD-078,North,2024-07-04,208.77,14,2922.78,2024-06-11,3159,B,False,13720.943333333335
13661,PROD-092,Central,2024-07-04,230.09,7,1610.63,2024-05-10,3625,A,False,8124.4911111111105
10522,PROD-062,North,2024-07-04,141.86,75,10639.500000000002,2024-04-12,1562,A,False,6843.750000000001
11272,PROD-047,North,2024-07-04,394.94,73,28830.62,2024-05-10,4978,B,False,15333.54
13814,PROD-013,South,2024-07-04,423.94,37,15685.78,2024-04-14,1235,A,False,5539.013333333333
11742,PROD-049,Central,2024-07-04,97.72,100,9772.0,2024-06-27,570,A,True,13469.608333333332
14302,PROD-057,South,2024-07-04,138.21,83,11471.43,2024-06-23,2068,B,False,10147.455714285714
10950,PROD-085,South,2024-07-04,84.19,94,7913.86,2024-04-17,378,B,True,17862.537142857145
10680,PROD-081,North,2024-07-04,390.92,27,10554.84,2024-06-03,3830,C,False,9785.564999999999
13797,PROD-087,South,2024-07-04,112.06,72,8068.32,2024-06-01,1239,C,True,14266.82
10974,PROD-068,Central,2024-07-04,338.35,6,2030.1000000000001,2024-07-02,3590,B,False,11154.087777777779
12321,PROD-069,South,2024-07-05,302.98,72,21814.56,2024-05-24,4310,A,False,14433.482
10905,PROD-095,Central,2024-07-05,221.48,47,10409.56,2024-06-13,2828,C,False,14906.057499999999
11635,PROD-061,Central,2024-07-05,338.83,61,20668.629999999997,2024-05-30,3172,A,False,20059.765999999996
10800,PROD-070,North,2024-07-05,161.86,95,15376.7,2024-05-05,2770,B,False,11760.046666666667
13108,PROD-041,North,2024-07-05,68.31,77,5259.87,2024-06-12,4100,B,False,11027.7425
10716,PROD-030,North,2024-07-05,247.93,2,495.86,2024-06-23,1717,B,False,7546.2880000000005
11851,PROD-040,Central,2024-07-05,43.61,77,3357.97,2024-05-14,271,C,True,9808.326000000001
14395,PROD-019,South,2024-07-05,361.21,37,13364.769999999999,2024-06-09,1388,A,False,10785.1875
12939,PROD-021,South,2024-07-05,311.96,77,24020.92,2024-06-23,1536,A,True,13698.013
12928,PROD-097,South,2024-07-05,325.42,26,8460.92,2024-06-04,3075,B,False,4220.41
14393,PROD-080,South,2024-07-06,177.23,47,8329.81,2024-04-17,1968,B,False,7590.04
10590,PROD-037,North,2024-07-06,283.47,80,22677.600000000002,2024-06-05,4829,A,False,10345.157142857144
13855,PROD-082,Central,2024-07-06,429.65,50,21482.5,2024-06-13,4357,A,False,13057.101666666667
11177,PROD-081,North,2024-07-06,134.57,47,6324.79,2024-06-03,3830,C,False,8631.973333333333
11386,PROD-001,Central,2024-07-06,120.3,55,6616.5,2024-05-16,1719,B,False,18994.315000000002
14870,PROD-053,South,2024-07-06,74.78,8,598.24,2024-05-20,2268,C,False,5664.382857142858
11884,PROD-025,North,2024-07-06,283.67,100,28367.0,2024-05-19,3712,A,False,21522.5
11057,PROD-087,South,2024-07-07,95.03,31,2945.93,2024-06-01,1239,C,False,12649.55
13075,PROD-032,Central,2024-07-07,495.94,74,36699.56,2024-07-02,831,B,True,14680.968181818183
12846,PROD-019,North,2024-07-07,258.92,54,13981.68,2024-06-09,1388,A,False,10622.726666666667
13722,PROD-073,South,2024-07-07,291.34,49,14275.659999999998,2024-05-28,4549,A,False,13171.570000000002
11170,PROD-078,Central,2024-07-07,23.78,81,1926.18,2024-06-11,3159,B,False,11607.637999999999
14094,PROD-036,South,2024-07-07,191.25,60,11475.0,2024-05-07,3192,C,False,22633.774999999998
11114,PROD-005,Central,2024-07-07,167.41,51,8537.91,2024-05-20,1703,C,False,12632.7725
10287,PROD-065,North,2024-07-07,387.6,58,22480.800000000003,2024-05-29,1997,B,False,16892.56375
14334,PROD-051,Central,2024-07-07,244.88,69,16896.72,2024-04-30,3916,B,False,13613.303999999998
11518,PROD-070,South,2024-07-07,449.99,32,14399.68,2024-05-05,2770,B,False,19999.5625
14815,PROD-019,Central,2024-07-07,403.34,63,25410.42,2024-06-09,1388,A,False,20022.295
11428,PROD-038,North,2024-07-07,125.77,57,7168.889999999999,2024-05-21,2762,C,False,12004.23
14885,PROD-063,North,2024-07-07,109.44,69,7551.36,2024-05-28,3174,A,False,19448.906
12918,PROD-023,South,2024-07-08,384.33,74,28440.42,2024-06-01,2216,C,False,23480.016666666666
11713,PROD-004,South,2024-07-08,218.36,33,7205.88,2024-05-18,1636,C,False,9382.628888888888
10516,PROD-021,Central,2024-07-08,224.12,52,11654.24,2024-06-23,1536,A,False,9089.978
12219,PROD-051,North,2024-07-08,77.16,33,2546.2799999999997,2024-04-30,3916,B,False,7657.849999999999
10381,PROD-005,North,2024-07-08,301.58,79,23824.82,2024-05-20,1703,C,False,12302.783333333333
14521,PROD-047,North,2024-07-09,166.12,84,13954.08,2024-05-10,4978,B,False,14988.675000000001
13838,PROD-016,Central,2024-07-09,487.3,26,12669.800000000001,2024-04-28,1191,A,False,9273.890000000001
14030,PROD-053,Central,2024-07-09,195.68,95,18589.600000000002,2024-05-20,2268,C,False,16653.353333333336
13481,PROD-062,Central,2024-07-09,202.02,17,3434.34,2024-04-12,1562,A,False,6776.913333333334
14971,PROD-039,Central,2024-07-09,325.18,90,29266.2,2024-05-03,4269,C,False,17817.928571428572
10635,PROD-059,Central,2024-07-09,464.54,83,38556.82,2024-06-27,1317,B,True,17890.795
13295,PROD-005,Central,2024-07-09,383.31,55,21082.05,2024-05-20,1703,C,False,14322.628
13158,PROD-056,North,2024-07-09,258.95,42,10875.9,2024-06-23,2220,C,False,9881.8425
11465,PROD-019,South,2024-07-10,338.49,86,29110.14,2024-06-09,1388,A,True,14450.178
12199,PROD-060,Central,2024-07-10,490.22,5,2451.1000000000004,2024-05-25,2588,A,False,10356.096666666666
13422,PROD-045,North,2024-07-10,393.75,65,25593.75,2024-04-24,1600,A,False,13283.0
14506,PROD-008,South,2024-07-10,462.53,74,34227.22,2024-04-13,2729,A,False,17966.55
11712,PROD-094,Central,2024-07-10,330.91,7,2316.3700000000003,2024-06-03,2721,A,False,6147.608888888889
10230,PROD-039,Central,2024-07-10,79.13,60,4747.799999999999,2024-05-03,4269,C,False,16184.1625
14858,PROD-042,Central,2024-07-10,341.49,48,16391.52,2024-07-01,4925,B,False,13461.005714285715
11422,PROD-080,Central,2024-07-11,343.24,82,28145.68,2024-04-17,1968,B,False,26661.4875
11646,PROD-056,Central,2024-07-11,321.71,78,25093.379999999997,2024-06-23,2220,C,False,14011.598999999998
12241,PROD-057,Central,2024-07-11,256.37,91,23329.670000000002,2024-06-23,2068,B,False,9273.695714285715
14897,PROD-039,Central,2024-07-11,373.88,6,2243.2799999999997,2024-05-03,4269,C,False,14635.175555555557
11480,PROD-003,North,2024-07-11,449.77,20,8995.4,2024-05-23,3247,C,False,7679.692
11610,PROD-036,Central,2024-07-11,295.13,87,25676.31,2024-05-07,3192,C,False,20727.071666666667
14177,PROD-074,Central,2024-07-11,286.86,81,23235.66,2024-05-07,2554,C,False,20892.54
11567,PROD-021,Central,2024-07-12,78.7,29,2282.3,2024-06-23,1536,A,False,7955.365000000001
10733,PROD-061,Central,2024-07-12,43.06,88,3789.28,2024-05-30,3172,A,False,17348.018333333333
12962,PROD-040,Central,2024-07-12,118.83,43,5109.69,2024-05-14,271,C,True,9025.22
14797,PROD-049,Central,2024-07-12,28.69,62,1778.78,2024-06-27,570,A,True,11799.490000000002
11748,PROD-081,Central,2024-07-12,210.18,42,8827.56,2024-06-03,3830,C,False,4281.1675
10021,PROD-000,South,2024-07-13,113.55,2,227.1,2024-07-01,3411,B,False,15707.196666666669
12304,PROD-066,South,2024-07-13,241.12,67,16155.04,2024-06-02,431,B,True,16168.136666666665
13187,PROD-079,South,2024-07-13,95.14,18,1712.52,2024-04-20,1519,A,False,17128.191428571427
11410,PROD-009,Central,2024-07-13,380.17,44,16727.48,2024-05-17,1582,B,False,21439.26
11608,PROD-085,South,2024-07-13,149.97,26,3899.22,2024-04-17,378,B,True,16117.122500000001
12880,PROD-079,North,2024-07-13,424.93,50,21246.5,2024-04-20,1519,A,False,8429.331666666667
14709,PROD-055,Central,2024-07-13,385.82,1,385.82,2024-06-09,1184,A,False,9984.75
14304,PROD-068,Central,2024-07-13,486.16,12,5833.92,2024-07-02,3590,B,False,10622.071
10095,PROD-037,South,2024-07-13,311.79,28,8730.12,2024-06-05,4829,A,False,11877.691428571428
14767,PROD-022,South,2024-07-14,325.61,58,18885.38,2024-06-04,4175,B,False,15258.088
14290,PROD-086,Central,2024-07-14,186.2,32,5958.4,2024-06-03,3234,A,False,4026.74
12729,PROD-038,South,2024-07-14,483.64,53,25632.92,2024-05-21,2762,C,False,17793.89
12980,PROD-053,Central,2024-07-14,305.48,34,10386.32,2024-05-20,2268,C,False,15086.595000000001
14686,PROD-038,North,2024-07-14,395.48,35,13841.800000000001,2024-05-21,2762,C,False,12233.92625
11299,PROD-014,Central,2024-07-14,189.63,66,12515.58,2024-06-28,3427,A,False,9381.29
11412,PROD-070,North,2024-07-15,434.12,29,12589.48,2024-07-09,3923,A,False,11967.405
12113,PROD-014,Central,2024-07-15,394.0,96,37824.0,2024-06-28,3427,A,False,15069.832
14382,PROD-025,South,2024-07-15,136.72,39,5332.08,2024-05-19,3712,A,False,17403.846666666668
14444,PROD-039,South,2024-07-15,112.34,5,561.7,2024-05-03,4269,C,False,2659.85
14932,PROD-080,North,2024-07-15,41.68,20,833.6,2024-07-13,2286,C,False,11863.366
14633,PROD-045,North,2024-07-15,120.78,69,8333.82,2024-04-24,1600,A,False,12664.3525
11372,PROD-081,North,2024-07-15,94.75,55,5211.25,2024-06-03,3830,C,False,7776.7925
12410,PROD-056,Central,2024-07-15,340.89,5,1704.4499999999998,2024-06-23,2220,C,False,12892.767272727273
14917,PROD-092,Central,2024-07-16,200.66,95,19062.7,2024-07-11,536,B,True,9218.312
11328,PROD-008,North,2024-07-16,434.39,40,17375.6,2024-04-13,2729,A,False,10257.044999999998
10041,PROD-087,Central,2024-07-16,423.23,50,21161.5,2024-06-01,1239,C,False,15657.265
11110,PROD-061,Central,2024-07-16,361.29,70,25290.300000000003,2024-07-16,3455,A,False,18482.63
10485,PROD-022,Central,2024-07-16,184.6,93,17167.8,2024-06-04,4175,B,False,9634.838
13168,PROD-044,Central,2024-07-16,205.33,36,7391.88,2024-06-16,1345,B,False,7477.632857142858
14237,PROD-073,Central,2024-07-16,182.16,67,12204.72,2024-07-16,4256,C,False,11196.772857142858
14371,PROD-044,North,2024-07-17,209.6,45,9432.0,2024-06-16,1345,B,False,14628.511999999999
14192,PROD-068,South,2024-07-17,166.25,17,2826.25,2024-07-02,3590,B,False,16137.105000000001
12247,PROD-011,Central,2024-07-17,287.75,17,4891.75,2024-05-13,3882,B,False,8900.915
10056,PROD-028,North,2024-07-17,182.02,75,13651.5,2024-07-04,329,C,True,8360.57
12418,PROD-094,Central,2024-07-17,76.9,30,2307.0,2024-07-16,3927,A,False,5763.548000000001
12286,PROD-007,Central,2024-07-17,400.03,84,33602.52,2024-06-10,1566,B,True,19385.106666666667
14664,PROD-006,South,2024-07-17,316.18,4,1264.72,2024-06-11,1688,C,False,20503.4075
13953,PROD-061,Central,2024-07-18,116.3,84,9769.199999999999,2024-07-16,3455,A,False,17393.45125
14033,PROD-087,Central,2024-07-18,58.6,1,58.6,2024-06-01,1239,C,False,12537.532
11651,PROD-077,South,2024-07-18,304.73,40,12189.2,2024-06-26,4563,B,False,8927.496666666666
12080,PROD-099,North,2024-07-18,244.45,44,10755.8,2024-05-16,234,A,True,11446.523333333333
11586,PROD-005,Central,2024-07-18,330.4,11,3634.3999999999996,2024-05-20,1703,C,False,12541.256666666666
14678,PROD-039,Central,2024-07-18,370.24,90,33321.6,2024-05-03,4269,C,False,16503.818
10784,PROD-015,Central,2024-07-18,449.37,74,33253.38,2024-06-08,636,B,True,23426.271999999997
12105,PROD-061,South,2024-07-18,55.53,66,3664.98,2024-07-16,3455,A,False,10227.005
11420,PROD-089,North,2024-07-18,364.11,51,18569.61,2024-06-03,1740,B,False,25973.565
13143,PROD-012,South,2024-07-18,233.7,14,3271.7999999999997,2024-04-21,4560,C,False,5401.664444444445
12721,PROD-064,North,2024-07-18,92.82,81,7518.419999999999,2024-05-20,1251,A,True,12748.383333333333
10989,PROD-087,Central,2024-07-18,106.66,58,6186.28,2024-06-01,1239,C,False,11478.99
12631,PROD-031,South,2024-07-19,301.46,77,23212.42,2024-02-10,874,C,True,14965.003999999997
10102,PROD-099,South,2024-07-19,142.91,19,2715.29,2024-05-16,234,A,True,8370.883333333333
11959,PROD-042,Central,2024-07-20,229.58,15,3443.7000000000003,2024-07-01,4925,B,False,12208.8425
13949,PROD-027,Central,2024-07-20,294.22,5,1471.1000000000001,2024-07-20,3539,A,False,2384.96
14582,PROD-045,North,2024-07-20,266.9,43,11476.699999999999,2024-04-24,1600,A,False,12532.391111111112
14642,PROD-026,North,2024-07-20,370.38,43,15926.34,2024-07-18,2954,B,False,11842.46
13371,PROD-046,South,2024-07-20,353.45,90,31810.5,2024-06-26,1663,A,True,20225.424
13144,PROD-003,North,2024-07-20,402.25,64,25744.0,2024-05-23,3247,C,False,10690.41
13479,PROD-015,North,2024-07-20,425.44,93,39565.92,2024-06-08,636,B,True,20702.16
13385,PROD-085,Central,2024-07-20,208.23,2,416.46,2024-04-17,378,B,False,16858.524999999998
11431,PROD-030,North,2024-07-21,169.09,98,16570.82,2024-06-23,1717,B,True,9050.376666666667
11029,PROD-042,Central,2024-07-21,270.58,43,11634.939999999999,2024-07-01,4925,B,False,12145.075555555555
12487,PROD-076,South,2024-07-21,354.87,13,4613.31,2024-05-26,246,B,True,11255.397500000001
13155,PROD-084,Central,2024-07-21,110.14,20,2202.8,2024-06-17,470,B,False,7229.456000000001
11976,PROD-000,South,2024-07-21,132.0,2,264.0,2024-07-01,3411,B,False,13501.025714285715
11490,PROD-064,Central,2024-07-21,212.7,38,8082.599999999999,2024-05-20,1251,A,False,12404.840000000002
13339,PROD-092,Central,2024-07-22,484.82,93,45088.26,2024-07-11,536,B,True,12479.216363636364
14513,PROD-059,Central,2024-07-22,31.5,85,2677.5,2024-06-27,1317,B,True,14848.135999999999
13129,PROD-077,South,2024-07-22,306.65,59,18092.35,2024-06-26,4563,B,False,11218.71
12714,PROD-028,North,2024-07-22,288.7,30,8661.0,2024-07-04,329,C,True,8460.713333333333
12756,PROD-073,North,2024-07-22,90.7,5,453.5,2024-07-16,4256,C,False,12003.94
13608,PROD-037,North,2024-07-23,230.07,84,19325.88,2024-06-05,4829,A,False,11467.747500000001
12536,PROD-046,North,2024-07-23,165.46,16,2647.36,2024-06-26,1663,A,False,10458.518
12026,PROD-087,Central,2024-07-23,195.17,90,17565.3,2024-06-01,1239,C,True,12348.462857142857
14854,PROD-095,Central,2024-07-23,52.58,60,3154.7999999999997,2024-06-13,2828,C,False,12555.805999999999
10807,PROD-017,South,2024-07-23,297.43,33,9815.19,2024-05-01,2572,A,False,8462.93
13741,PROD-017,Central,2024-07-23,197.14,30,5914.2,2024-05-01,2572,A,False,5914.2
12812,PROD-068,Central,2024-07-23,156.02,91,14197.820000000002,2024-07-02,3590,B,False,10947.139090909091
10427,PROD-006,Central,2024-07-23,133.85,58,7763.299999999999,2024-06-11,1688,C,False,20217.744
14793,PROD-043,Central,2024-07-23,401.92,49,19694.08,2024-04-17,750,B,True,24750.295
11090,PROD-042,Central,2024-07-23,172.0,33,5676.0,2024-07-01,4925,B,False,11498.168
10622,PROD-079,South,2024-07-24,368.31,79,29096.49,2024-04-20,1519,A,True,18624.228750000002
12595,PROD-087,North,2024-07-24,69.56,27,1878.1200000000001,2024-06-01,1239,C,False,4996.913333333333
12734,PROD-061,Central,2024-07-24,94.85,64,6070.4,2024-07-16,3455,A,False,16135.334444444445
13062,PROD-090,South,2024-07-24,58.54,31,1814.74,2024-07-03,629,A,False,7446.4575
12008,PROD-046,Central,2024-07-24,293.31,42,12319.02,2024-06-26,1663,A,False,16550.728333333336
13437,PROD-030,Central,2024-07-24,202.2,81,16378.199999999999,2024-06-23,1717,B,False,11012.995
14742,PROD-063,Central,2024-07-24,56.25,90,5062.5,2024-05-28,3174,A,False,11406.556
12394,PROD-022,North,2024-07-24,440.1,72,31687.2,2024-06-04,4175,B,False,11197.316666666666
14791,PROD-009,North,2024-07-24,218.47,20,4369.4,2024-05-17,1582,B,False,4331.8324999999995
14005,PROD-017,South,2024-07-25,111.77,42,4694.34,2024-05-01,2572,A,False,8044.197777777777
14403,PROD-004,North,2024-07-25,69.77,70,4883.9,2024-05-18,1636,C,False,3899.7466666666664
11326,PROD-008,Central,2024-07-25,67.32,58,3904.5599999999995,2024-07-19,1723,B,False,10676.5675
11154,PROD-083,Central,2024-07-25,482.53,71,34259.63,2024-07-15,2038,A,False,19039.515
10726,PROD-026,Central,2024-07-25,278.95,58,16179.099999999999,2024-07-18,2954,B,False,11289.666000000001
13003,PROD-061,North,2024-07-25,252.1,4,1008.4,2024-07-16,3455,A,False,8354.6775
13349,PROD-047,North,2024-07-25,52.85,9,475.65000000000003,2024-05-10,4978,B,False,12086.070000000002
10057,PROD-023,Central,2024-07-26,286.47,46,13177.62,2024-06-01,2216,C,False,8962.666666666666
14483,PROD-045,North,2024-07-26,156.08,76,11862.080000000002,2024-04-24,1600,A,False,12465.36
10404,PROD-070,Central,2024-07-26,61.64,86,5301.04,2024-07-09,3923,A,False,10491.416666666666
14698,PROD-072,South,2024-07-26,24.36,13,316.68,2024-07-04,2430,C,False,14060.169999999998
13837,PROD-061,Central,2024-07-26,295.24,54,15942.960000000001,2024-07-16,3455,A,False,16116.097
14581,PROD-088,South,2024-07-26,469.25,82,38478.5,2024-07-21,3656,A,False,16565.414
13486,PROD-009,South,2024-07-26,171.47,41,7030.2699999999995,2024-05-17,1582,B,False,11783.9925
12542,PROD-053,South,2024-07-27,457.11,8,3656.88,2024-05-20,2268,C,False,5413.445
11216,PROD-051,North,2024-07-27,307.52,47,14453.439999999999,2024-04-30,3916,B,False,8628.64857142857
13818,PROD-062,North,2024-07-27,326.31,81,26431.11,2024-07-22,1016,A,True,13372.87
11235,PROD-034,Central,2024-07-27,248.92,24,5974.08,2024-07-02,581,A,False,11938.054
10969,PROD-091,North,2024-07-27,460.95,25,11523.75,2024-06-05,283,C,True,7731.496666666666
11105,PROD-000,North,2024-07-27,164.25,8,1314.0,2024-07-01,3411,B,False,13672.984999999999
10082,PROD-025,North,2024-07-28,53.6,36,1929.6000000000001,2024-05-19,3712,A,False,18257.016666666666
13635,PROD-075,Central,2024-07-28,202.7,28,5675.599999999999,2024-07-11,2125,A,False,17899.411666666667
14808,PROD-031,South,2024-07-28,270.69,70,18948.3,2024-07-23,2650,B,False,15628.886666666665
14147,PROD-069,Central,2024-07-28,406.47,22,8942.34,2024-05-24,4310,A,False,12144.671666666667
14160,PROD-050,South,2024-07-28,31.28,71,2220.88,2024-06-27,416,B,True,8938.515
10593,PROD-018,South,2024-07-28,246.09,21,5167.89,2024-07-16,2341,B,False,10356.11
14554,PROD-086,North,2024-07-28,459.05,100,45905.0,2024-06-03,3234,A,False,23464.817499999997
11932,PROD-012,Central,2024-07-28,114.42,83,9496.86,2024-04-21,4560,C,False,16052.124285714284
12614,PROD-022,Central,2024-07-29,14.95,67,1001.65,2024-06-04,4175,B,False,8195.973333333333
11756,PROD-082,North,2024-07-29,51.79,93,4816.47,2024-06-13,4357,A,False,14094.039999999999
14744,PROD-016,Central,2024-07-29,200.85,23,4619.55,2024-04-28,1191,A,False,8608.984285714287
10817,PROD-087,Central,2024-07-29,266.23,93,24759.390000000003,2024-06-01,1239,C,True,13899.82875
13521,PROD-028,South,2024-07-29,489.35,12,5872.200000000001,2024-07-04,329,C,False,6865.620000000001
11415,PROD-004,North,2024-07-29,284.27,90,25584.3,2024-07-28,3116,A,False,6997.54
14528,PROD-083,North,2024-07-29,429.58,33,14176.14,2024-07-15,2038,A,False,24367.24
14238,PROD-027,South,2024-07-29,287.28,2,574.56,2024-07-20,3539,A,False,7750.154285714285
13417,PROD-036,South,2024-07-29,94.92,87,8258.04,2024-05-07,3192,C,False,20580.09857142857
14082,PROD-073,Central,2024-07-30,191.21,24,4589.04,2024-07-16,4256,C,False,10370.80625
10986,PROD-049,Central,2024-07-30,418.73,94,39360.62,2024-06-27,570,A,True,15244.63125
11497,PROD-045,North,2024-07-30,108.15,52,5623.8,2024-04-24,1600,A,False,11843.400000000001
14699,PROD-052,South,2024-07-31,254.99,34,8669.66,2024-06-20,1584,A,False,20758.0775
13691,PROD-053,South,2024-07-31,212.81,53,11278.93,2024-05-20,2268,C,False,6065.165555555555
13145,PROD-046,South,2024-07-31,484.72,95,46048.4,2024-06-26,1663,A,True,24529.253333333338
14190,PROD-070,Central,2024-08-01,352.86,38,13408.68,2024-07-09,3923,A,False,11220.7325
12511,PROD-081,South,2024-08-01,190.4,47,8948.800000000001,2024-07-19,3379,A,False,18407.908333333333
14835,PROD-094,Central,2024-08-01,335.47,34,11405.980000000001,2024-07-16,3927,A,False,6276.496363636365
13828,PROD-090,Central,2024-08-01,90.57,61,5524.7699999999995,2024-07-03,629,A,True,17772.79111111111
14099,PROD-058,North,2024-08-01,455.75,94,42840.5,2024-06-24,469,C,True,29565.25
13688,PROD-057,South,2024-08-01,310.49,86,26702.14,2024-06-23,2068,B,False,12216.79125
14055,PROD-035,North,2024-08-01,288.83,77,22239.91,2024-06-08,3260,A,False,10146.800000000001
10413,PROD-080,North,2024-08-01,38.66,75,2899.4999999999995,2024-07-13,2286,C,False,10369.388333333334
14262,PROD-037,Central,2024-08-02,441.95,19,8397.05,2024-06-05,4829,A,False,11913.268333333333
11609,PROD-031,North,2024-08-02,74.91,8,599.28,2024-07-23,2650,B,False,10750.074999999999
10115,PROD-026,North,2024-08-02,323.32,95,30715.399999999998,2024-07-18,2954,B,False,14538.594285714285
13282,PROD-012,North,2024-08-02,105.81,26,2751.06,2024-04-21,4560,C,False,7618.67
14360,PROD-076,South,2024-08-02,485.3,37,17956.100000000002,2024-07-28,3006,A,False,12595.538
13525,PROD-038,South,2024-08-02,106.83,88,9401.039999999999,2024-05-21,2762,C,False,16115.319999999998
14656,PROD-073,South,2024-08-03,158.12,91,14388.92,2024-07-16,4256,C,False,13374.461666666668
11388,PROD-010,Central,2024-08-03,29.88,85,2539.7999999999997,2024-06-13,2365,A,False,11538.39
11345,PROD-085,Central,2024-08-03,258.39,13,3359.0699999999997,2024-07-29,4278,C,False,14158.634
13713,PROD-088,North,2024-08-03,74.67,42,3136.14,2024-07-21,3656,A,False,10654.756666666666
12178,PROD-044,Central,2024-08-03,238.11,42,10000.62,2024-06-16,1345,B,False,7793.00625
13791,PROD-040,North,2024-08-03,249.9,72,17992.8,2024-05-14,271,C,True,11666.62
13219,PROD-073,Central,2024-08-03,280.37,93,26074.41,2024-07-16,4256,C,False,12115.65111111111
14087,PROD-059,Central,2024-08-03,185.33,96,17791.68,2024-06-27,1317,B,True,15338.726666666667
12882,PROD-061,North,2024-08-03,352.83,22,7762.259999999999,2024-07-16,3455,A,False,8236.194
